Customer_id,product_category,purchase_amount,income,satisfaction_score,purchase_date,transaction
PO_2877,App Development,14562,39481,5,08-01-2024,UPI
PO_2878,Election Campaign,11778,35659,5,17-05-2023,Cash
PO_2879,Web Development,2791,6642,6,10-05-2024,Cash
PO_2880,Web Development,16222,46904,5,21-10-2023,Cash
PO_2881,SEO,3712,11344,6,08-02-2024,Bank Transfer
PO_2882,Software Development,4501,14113,5,05-01-2024,Cash
PO_2883,Election Campaign,11111,31372,6,11-03-2023,Bank Transfer
PO_2884,Election Campaign,15559,38905,5,07-01-2024,Bank Transfer
PO_2885,LOGO DESIGN,2552,6340,6,29-03-2024,Cash
PO_2886,Election Campaign,9107,29248,6,04-01-2023,UPI
PO_2887,SEO,13435,43635,6,13-04-2024,UPI
PO_2888,LOGO DESIGN,4011,13388,5,09-03-2023,UPI
PO_2889,SEO,11196,29340,5,18-09-2023,UPI
PO_2890,Software Development,5196,17528,6,13-04-2023,Bank Transfer
PO_2891,App Development,1704,5454,4,10-06-2023,Cash
PO_2892,App Development,17386,41000,6,28-03-2023,UPI
PO_2893,LOGO DESIGN,12569,32529,3,04-11-2023,Bank Transfer
PO_2894,App Development,7202,27201,5,14-08-2023,UPI
PO_2895,LOGO DESIGN,4622,13538,4,17-03-2023,Bank Transfer
PO_2896,Web Development,13410,36761,7,18-06-2023,UPI
PO_2897,Software Development,6529,28404,7,09-04-2023,Cash
PO_2898,App Development,10783,30750,5,21-10-2023,Bank Transfer
PO_2899,Software Development,4557,12928,4,23-03-2024,Bank Transfer
PO_2900,Election Campaign,8276,24993,7,12-09-2023,UPI
PO_2901,LOGO DESIGN,1908,5410,4,09-06-2023,UPI
PO_2902,Software Development,1738,6042,4,06-03-2023,Bank Transfer
PO_2903,App Development,12820,44422,6,27-05-2023,UPI
PO_2904,Web Development,13494,40551,4,02-01-2023,Bank Transfer
PO_2905,LOGO DESIGN,9127,23689,4,05-03-2024,Cash
PO_2906,Web Development,11937,31943,4,27-05-2024,UPI
PO_2907,Software Development,10604,41473,6,26-04-2023,UPI
PO_2908,Software Development,20868,49904,5,27-03-2024,UPI
PO_2909,App Development,10083,33087,6,03-06-2024,Cash
PO_2910,Software Development,15214,46696,5,18-09-2023,Cash
PO_2911,Software Development,13133,35317,4,24-10-2023,Cash
PO_2912,Election Campaign,7915,20159,5,09-04-2024,Cash
PO_2913,Web Development,11831,29625,5,09-09-2023,UPI
PO_2914,Software Development,14925,48857,5,30-04-2024,Bank Transfer
PO_2915,App Development,12335,42665,4,14-08-2023,Bank Transfer
PO_2916,SEO,4439,11005,5,08-07-2023,Bank Transfer
PO_2917,SEO,8696,22826,5,10-05-2023,Cash
PO_2918,Software Development,7896,22893,4,13-02-2023,UPI
PO_2919,Election Campaign,8128,24479,4,08-05-2023,UPI
PO_2920,Election Campaign,14004,42845,4,01-04-2024,UPI
PO_2921,App Development,15024,39154,6,25-06-2023,UPI
PO_2922,Software Development,10042,26457,5,19-11-2023,Bank Transfer
PO_2923,Web Development,13624,47885,4,20-04-2024,Cash
PO_2924,Election Campaign,12723,37378,4,26-09-2023,Cash
PO_2925,Software Development,3347,8720,3,11-01-2024,UPI
PO_2926,Web Development,8724,30897,5,08-11-2023,Cash
PO_2927,Web Development,10411,29540,6,21-02-2023,Cash
PO_2928,SEO,8085,20232,5,28-01-2023,Cash
PO_2929,Web Development,17678,41430,5,30-03-2024,Cash
PO_2930,Software Development,13482,33193,5,24-05-2024,UPI
PO_2931,App Development,15473,46647,7,26-11-2023,Cash
PO_2932,Software Development,13963,46787,5,08-01-2024,Cash
PO_2933,Web Development,10126,29923,7,06-04-2023,UPI
PO_2934,SEO,14489,43720,7,21-04-2024,Cash
PO_2935,LOGO DESIGN,6070,17871,5,22-01-2024,UPI
PO_2936,Software Development,16643,49842,7,07-10-2023,Bank Transfer
PO_2937,LOGO DESIGN,7577,20346,6,29-06-2023,UPI
PO_2938,App Development,10824,35848,5,07-04-2024,UPI
PO_2939,Election Campaign,3651,10967,5,07-04-2024,Bank Transfer
PO_2940,Election Campaign,3479,9001,7,06-09-2023,UPI
PO_2941,SEO,5239,18740,4,29-05-2024,Cash
PO_2942,App Development,13091,33392,6,07-01-2023,Bank Transfer
PO_2943,Election Campaign,11171,29763,5,28-03-2024,Cash
PO_2944,SEO,12877,35002,5,04-12-2023,UPI
PO_2945,Software Development,11659,35559,6,06-03-2023,UPI
PO_2946,App Development,4375,15882,4,12-04-2023,Cash
PO_2947,SEO,18201,42111,4,18-02-2024,UPI
PO_2948,App Development,6065,20091,6,28-01-2023,Bank Transfer
PO_2949,Web Development,6667,13429,5,06-06-2023,Bank Transfer
PO_2950,Election Campaign,6104,19461,3,03-02-2024,Cash
PO_2951,SEO,14979,40333,5,21-01-2023,Cash
PO_2952,Software Development,4794,14275,3,20-07-2023,Bank Transfer
PO_2953,Web Development,10398,34023,6,07-09-2023,UPI
PO_2954,Software Development,16804,44121,4,04-05-2023,UPI
PO_2955,Software Development,3202,9578,6,18-04-2023,Bank Transfer
PO_2956,Software Development,9032,28209,6,07-01-2023,UPI
PO_2957,LOGO DESIGN,5741,15425,4,01-12-2023,UPI
PO_2958,Web Development,11191,44818,5,30-03-2023,Cash
PO_2959,Election Campaign,19835,47309,4,08-03-2023,Cash
PO_2960,SEO,8804,33422,5,21-05-2024,Bank Transfer
PO_2961,Election Campaign,12079,49663,7,20-03-2024,Cash
PO_2962,Election Campaign,2201,6852,5,07-01-2024,Bank Transfer
PO_2963,SEO,5231,17777,4,20-06-2023,Bank Transfer
PO_2964,SEO,9140,22551,5,02-04-2024,UPI
PO_2965,SEO,7769,26581,5,03-04-2023,Bank Transfer
PO_2966,Election Campaign,7865,23466,6,01-11-2023,UPI
PO_2967,LOGO DESIGN,9623,26277,5,11-12-2023,Cash
PO_2968,Software Development,8907,27935,4,04-06-2024,UPI
PO_2969,Election Campaign,10879,30540,4,23-05-2023,Bank Transfer
PO_2970,Software Development,12246,41127,6,09-06-2024,Cash
PO_2971,Software Development,2159,6512,5,30-06-2023,Bank Transfer
PO_2972,Web Development,15077,46882,5,17-12-2023,Bank Transfer
PO_2973,Software Development,5339,14898,5,16-04-2024,Cash
PO_2974,Election Campaign,2230,5798,4,21-02-2023,Cash
PO_2975,App Development,13867,47489,5,12-03-2023,Bank Transfer
PO_2976,Election Campaign,12892,38982,7,07-12-2023,UPI
PO_2977,SEO,3225,8390,3,12-02-2024,Bank Transfer
PO_2978,Software Development,10701,40061,4,26-05-2023,UPI
PO_2979,SEO,19474,48936,7,25-03-2023,UPI
PO_2980,LOGO DESIGN,15618,43475,4,23-07-2023,UPI
PO_2981,Election Campaign,10901,33181,7,02-08-2023,UPI
PO_2982,Software Development,6217,16582,6,07-01-2024,Cash
PO_2983,App Development,7744,20801,5,06-05-2023,Bank Transfer
PO_2984,App Development,4067,11298,5,11-06-2024,Bank Transfer
PO_2985,Web Development,2323,6379,4,12-10-2023,UPI
PO_2986,Web Development,3365,10221,4,26-05-2023,UPI
PO_2987,LOGO DESIGN,3124,9057,6,06-03-2024,Bank Transfer
PO_2988,Election Campaign,3121,8821,5,07-05-2023,Bank Transfer
PO_2989,Election Campaign,19285,47306,5,04-07-2023,Cash
PO_2990,Web Development,17164,48890,5,25-01-2023,Cash
PO_2991,App Development,6691,25829,5,08-03-2023,UPI
PO_2992,App Development,1718,5457,5,30-08-2023,Cash
PO_2993,Election Campaign,3724,9104,7,12-02-2023,UPI
PO_2994,App Development,7321,17837,5,26-10-2023,Bank Transfer
PO_2995,SEO,3725,11502,6,14-05-2024,UPI
PO_2996,Software Development,8090,18444,4,10-05-2024,Bank Transfer
PO_2997,SEO,7912,23348,6,10-04-2023,UPI
PO_2998,Software Development,2561,7627,5,07-04-2023,Cash
PO_2999,SEO,19203,47063,6,02-04-2024,UPI
PO_3000,LOGO DESIGN,1854,5688,5,04-12-2023,UPI
PO_3001,LOGO DESIGN,4127,15310,5,31-01-2023,Bank Transfer
PO_3002,Web Development,10761,35107,5,29-07-2023,UPI
PO_3003,Software Development,4438,18533,4,11-12-2023,UPI
PO_3004,Election Campaign,9545,25139,5,13-04-2024,UPI
PO_3005,Software Development,4568,12900,5,01-01-2024,Bank Transfer
PO_3006,SEO,8412,24673,4,03-03-2023,UPI
PO_3007,SEO,12799,30400,4,26-02-2023,Cash
PO_3008,Software Development,16246,42984,6,13-05-2023,Bank Transfer
PO_3009,LOGO DESIGN,4967,11787,5,14-02-2023,Cash
PO_3010,Software Development,2855,7423,6,09-01-2024,UPI
PO_3011,Web Development,5619,15625,5,12-06-2023,Cash
PO_3012,Software Development,4695,13189,6,09-02-2023,Cash
PO_3013,Election Campaign,15883,45191,6,03-11-2023,Bank Transfer
PO_3014,SEO,1890,6140,4,02-02-2023,Bank Transfer
PO_3015,LOGO DESIGN,13145,43356,6,18-08-2023,Bank Transfer
PO_3016,Software Development,10159,31686,5,19-09-2023,UPI
PO_3017,Software Development,10723,32248,6,31-07-2023,UPI
PO_3018,App Development,3932,8292,4,28-07-2023,Bank Transfer
PO_3019,SEO,16571,48030,4,12-09-2023,UPI
PO_3020,Web Development,5712,19355,7,16-11-2023,Bank Transfer
PO_3021,Software Development,1838,5407,5,16-04-2023,Cash
PO_3022,App Development,15850,48911,5,08-10-2023,UPI
PO_3023,Software Development,7472,21496,5,03-01-2023,Cash
PO_3024,Web Development,9676,32778,7,23-01-2024,Cash
PO_3025,App Development,9169,37512,5,21-07-2023,Bank Transfer
PO_3026,Election Campaign,15376,37514,4,20-09-2023,Cash
PO_3027,App Development,12076,40177,6,30-01-2023,UPI
PO_3028,Election Campaign,16734,48438,6,31-03-2024,UPI
PO_3029,LOGO DESIGN,15863,48948,5,09-07-2023,Cash
PO_3030,SEO,14023,42760,3,04-02-2023,Cash
PO_3031,Software Development,9537,26458,7,02-03-2024,Cash
PO_3032,SEO,18345,49220,4,12-02-2024,Cash
PO_3033,LOGO DESIGN,9602,23817,3,12-12-2023,Bank Transfer
PO_3034,LOGO DESIGN,9199,24544,6,19-02-2024,Bank Transfer
PO_3035,SEO,3475,13594,4,19-12-2023,Cash
PO_3036,App Development,11673,33804,5,23-05-2023,UPI
PO_3037,SEO,13791,32434,4,17-01-2023,UPI
PO_3038,Election Campaign,13294,32998,3,04-03-2024,Bank Transfer
PO_3039,App Development,14097,32100,6,06-12-2023,UPI
PO_3040,App Development,13280,35708,4,11-12-2023,Bank Transfer
PO_3041,Election Campaign,6635,17534,4,12-02-2023,Cash
PO_3042,App Development,6280,17360,5,13-07-2023,Bank Transfer
PO_3043,SEO,7708,20975,4,19-02-2023,Cash
PO_3044,Web Development,6939,19435,4,17-07-2023,UPI
PO_3045,Web Development,9761,28453,4,16-08-2023,Bank Transfer
PO_3046,LOGO DESIGN,5163,15834,5,02-02-2024,Cash
PO_3047,LOGO DESIGN,5196,14365,5,14-10-2023,Cash
PO_3048,Software Development,15553,36726,5,10-10-2023,Cash
PO_3049,LOGO DESIGN,14432,42273,4,18-03-2024,Bank Transfer
PO_3050,LOGO DESIGN,5036,15971,6,15-02-2024,Cash
PO_3051,Software Development,14298,31085,5,03-03-2024,UPI
PO_3052,Software Development,12994,30346,4,02-11-2023,Cash
PO_3053,Election Campaign,4882,11322,7,14-06-2024,Cash
PO_3054,LOGO DESIGN,13994,34159,5,03-01-2023,UPI
PO_3055,SEO,9232,23565,5,03-05-2024,UPI
PO_3056,LOGO DESIGN,10599,27449,4,16-04-2023,UPI
PO_3057,LOGO DESIGN,8891,27470,6,05-06-2024,UPI
PO_3058,LOGO DESIGN,10835,30122,3,07-03-2023,Cash
PO_3059,Software Development,11280,26980,2,12-05-2023,UPI
PO_3060,Election Campaign,4280,17655,5,22-12-2023,Cash
PO_3061,Web Development,5054,16560,5,30-03-2024,Cash
PO_3062,Election Campaign,16222,42058,6,21-03-2023,UPI
PO_3063,SEO,1919,5643,7,18-02-2024,Bank Transfer
PO_3064,LOGO DESIGN,19162,43419,5,25-02-2024,Cash
PO_3065,Election Campaign,1920,6511,5,30-03-2024,UPI
PO_3066,Election Campaign,16333,36521,5,26-08-2023,UPI
PO_3067,Election Campaign,6766,21042,4,11-01-2023,Cash
PO_3068,Election Campaign,3568,11008,5,16-02-2023,Bank Transfer
PO_3069,Election Campaign,17721,44304,4,04-10-2023,UPI
PO_3070,Election Campaign,6637,17000,4,09-05-2024,Bank Transfer
PO_3071,App Development,17633,47912,5,28-10-2023,UPI
PO_3072,App Development,11577,46651,4,10-06-2024,UPI
PO_3073,Election Campaign,16277,49766,6,25-06-2023,UPI
PO_3074,Web Development,15120,32772,5,05-11-2023,UPI
PO_3075,LOGO DESIGN,8928,28069,4,27-12-2023,Bank Transfer
PO_3076,LOGO DESIGN,12892,37650,4,12-02-2023,UPI
PO_3077,Election Campaign,5884,17544,6,20-08-2023,UPI
PO_3078,SEO,10466,24299,6,13-05-2023,UPI
PO_3079,Election Campaign,10007,29828,4,28-10-2023,Bank Transfer
PO_3080,Software Development,16269,47808,5,10-06-2023,UPI
PO_3081,Web Development,4806,17130,6,29-03-2024,Bank Transfer
PO_3082,App Development,2681,7785,5,07-10-2023,Bank Transfer
PO_3083,Software Development,4064,13994,3,19-03-2023,Cash
PO_3084,App Development,9897,44142,5,15-12-2023,Cash
PO_3085,Election Campaign,10127,25441,6,23-10-2023,UPI
PO_3086,App Development,7706,28586,5,20-04-2024,Cash
PO_3087,Election Campaign,12457,41217,5,02-08-2023,Bank Transfer
PO_3088,SEO,6770,21387,5,03-05-2024,UPI
PO_3089,Software Development,14955,47825,5,14-04-2023,Cash
PO_3090,Web Development,8600,21806,6,22-10-2023,Cash
PO_3091,App Development,16185,49057,5,25-03-2023,UPI
PO_3092,Election Campaign,11513,29423,3,21-12-2023,UPI
PO_3093,Web Development,1923,5565,6,26-03-2024,UPI
PO_3094,App Development,11223,30579,7,20-09-2023,Bank Transfer
PO_3095,Web Development,6632,15192,6,08-12-2023,Cash
PO_3096,Software Development,6296,18808,7,31-05-2023,Cash
PO_3097,App Development,2542,7351,6,02-06-2024,Cash
PO_3098,Web Development,3946,14523,5,09-01-2024,UPI
PO_3099,Web Development,9363,21295,4,19-07-2023,Cash
PO_3100,LOGO DESIGN,18519,43712,5,02-02-2023,UPI
PO_3101,Election Campaign,12638,34542,3,06-12-2023,Bank Transfer
PO_3102,Election Campaign,8511,22944,4,03-06-2024,Bank Transfer
PO_3103,Software Development,10298,32458,4,19-04-2023,UPI
PO_3104,Software Development,12556,39737,7,23-03-2023,Bank Transfer
PO_3105,Software Development,12725,33107,6,17-04-2023,UPI
PO_3106,Software Development,14382,46489,5,02-02-2024,UPI
PO_3107,Web Development,17244,41615,6,04-01-2023,UPI
PO_3108,SEO,5276,14754,5,29-07-2023,UPI
PO_3109,Software Development,4980,24794,7,04-04-2024,Bank Transfer
PO_3110,Web Development,1416,5305,5,03-12-2023,Bank Transfer
PO_3111,App Development,9997,30897,4,28-03-2024,Bank Transfer
PO_3112,Software Development,5456,15639,6,08-02-2024,Cash
PO_3113,LOGO DESIGN,5009,12355,3,27-01-2024,Bank Transfer
PO_3114,Software Development,3059,9303,5,15-03-2023,UPI
PO_3115,Election Campaign,4290,15816,6,17-05-2024,UPI
PO_3116,App Development,12247,40250,5,21-01-2024,Bank Transfer
PO_3117,Web Development,8097,25946,5,26-04-2024,UPI
PO_3118,SEO,11235,30197,5,05-11-2023,UPI
PO_3119,App Development,11829,27862,6,25-06-2024,UPI
PO_3120,SEO,8120,31053,5,09-12-2023,UPI
PO_3121,SEO,4649,12702,3,09-04-2024,Bank Transfer
PO_3122,Election Campaign,14243,40936,4,14-12-2023,Cash
PO_3123,Software Development,11566,40416,6,07-04-2024,UPI
PO_3124,App Development,8778,24765,4,09-02-2023,Bank Transfer
PO_3125,Software Development,11020,28521,5,12-08-2023,Bank Transfer
PO_3126,App Development,3634,11012,6,07-09-2023,UPI
PO_3127,Web Development,7564,18654,4,04-08-2023,UPI
PO_3128,App Development,6062,18512,4,09-03-2024,Bank Transfer
PO_3129,LOGO DESIGN,12875,36675,6,04-06-2023,Cash
PO_3130,Software Development,6384,17381,6,18-06-2023,Cash
PO_3131,Election Campaign,18679,45585,5,23-04-2023,Cash
PO_3132,App Development,15914,45059,7,02-02-2024,Cash
PO_3133,SEO,11783,38949,5,23-07-2023,Bank Transfer
PO_3134,Election Campaign,9818,25834,5,21-05-2023,UPI
PO_3135,SEO,17861,48322,5,14-09-2023,Bank Transfer
PO_3136,Election Campaign,2528,6239,5,10-06-2024,UPI
PO_3137,Software Development,3865,14191,5,13-05-2023,UPI
PO_3138,App Development,12273,35531,6,18-11-2023,Cash
PO_3139,Election Campaign,18027,39711,6,30-03-2024,Bank Transfer
PO_3140,Software Development,16275,41924,5,04-05-2023,Cash
PO_3141,LOGO DESIGN,5953,15944,4,10-01-2023,Cash
PO_3142,SEO,7742,21387,6,27-04-2023,UPI
PO_3143,LOGO DESIGN,11785,36250,5,23-12-2023,Cash
PO_3144,Web Development,5801,14341,6,06-03-2024,Bank Transfer
PO_3145,Election Campaign,16085,45961,4,25-04-2024,UPI
PO_3146,Election Campaign,11514,37357,4,08-01-2024,Cash
PO_3147,App Development,18593,48650,7,16-07-2023,UPI
PO_3148,Election Campaign,6633,19021,4,12-04-2023,Cash
PO_3149,Election Campaign,10122,31331,4,29-05-2024,Cash
PO_3150,LOGO DESIGN,8603,22629,4,08-04-2023,Bank Transfer
PO_3151,Election Campaign,9768,32205,5,29-01-2024,Bank Transfer
PO_3152,Election Campaign,16113,44060,6,29-05-2023,Bank Transfer
PO_3153,Election Campaign,3282,8513,6,23-04-2024,Cash
PO_3154,SEO,12543,32202,4,08-06-2024,Bank Transfer
PO_3155,App Development,15784,36219,3,31-03-2024,Bank Transfer
PO_3156,App Development,12833,48351,4,11-09-2023,UPI
PO_3157,LOGO DESIGN,13862,34747,5,06-11-2023,Cash
PO_3158,Election Campaign,4587,14536,5,05-02-2024,Bank Transfer
PO_3159,App Development,7532,18140,5,22-04-2024,UPI
PO_3160,LOGO DESIGN,4577,14028,6,20-01-2024,Cash
PO_3161,Web Development,11853,44990,5,06-03-2024,Bank Transfer
PO_3162,SEO,3834,10094,5,16-07-2023,UPI
PO_3163,Web Development,7288,23478,5,18-05-2023,Cash
PO_3164,App Development,12570,38116,5,17-04-2024,Bank Transfer
PO_3165,App Development,9305,29864,5,29-04-2024,UPI
PO_3166,SEO,9811,29322,5,09-06-2023,UPI
PO_3167,App Development,15176,43186,5,19-09-2023,Cash
PO_3168,SEO,5408,13416,6,20-11-2023,Cash
PO_3169,LOGO DESIGN,3877,10090,3,10-01-2024,UPI
PO_3170,Election Campaign,8541,24806,7,02-12-2023,UPI
PO_3171,Election Campaign,18147,45473,5,04-03-2023,Cash
PO_3172,Web Development,1496,5754,2,27-06-2023,Cash
PO_3173,App Development,12831,37088,4,19-05-2024,Cash
PO_3174,Web Development,8093,18146,4,24-05-2023,Cash
PO_3175,App Development,5654,18310,4,16-07-2023,Bank Transfer
PO_3176,Web Development,3875,10570,6,28-03-2024,Bank Transfer
PO_3177,App Development,1889,5311,6,27-03-2024,UPI
PO_3178,SEO,10054,31180,3,06-06-2023,UPI
PO_3179,Web Development,5584,18550,5,08-06-2024,UPI
PO_3180,App Development,4764,14340,5,15-12-2023,UPI
PO_3181,Software Development,15326,45115,5,17-06-2023,UPI
PO_3182,Web Development,1903,5540,6,13-05-2024,Cash
PO_3183,Software Development,8661,28116,6,16-05-2024,UPI
PO_3184,Web Development,14859,41164,6,04-05-2024,UPI
PO_3185,Election Campaign,8051,21884,4,21-12-2023,Cash
PO_3186,App Development,5517,17284,4,09-06-2024,Cash
PO_3187,Software Development,4441,12702,4,29-08-2023,Bank Transfer
PO_3188,LOGO DESIGN,18349,49702,4,25-08-2023,UPI
PO_3189,Web Development,14771,49355,4,07-05-2023,UPI
PO_3190,App Development,17264,49239,5,23-12-2023,Cash
PO_3191,Web Development,9571,26341,6,25-03-2024,Bank Transfer
PO_3192,App Development,6027,14504,6,24-02-2023,UPI
PO_3193,SEO,9828,32765,5,29-03-2023,Cash
PO_3194,SEO,12218,36979,5,27-12-2023,UPI
PO_3195,SEO,15001,47874,6,15-08-2023,UPI
PO_3196,SEO,2555,8190,6,24-05-2024,UPI
PO_3197,LOGO DESIGN,15875,43578,6,18-05-2023,Cash
PO_3198,Web Development,10719,42495,6,16-10-2023,UPI
PO_3199,SEO,14317,41239,7,07-02-2024,UPI
PO_3200,SEO,11723,33979,3,26-05-2023,Cash
PO_3201,Web Development,10846,43134,6,29-08-2023,Cash
PO_3202,Election Campaign,11272,43506,6,15-03-2023,UPI
PO_3203,App Development,10385,29653,5,16-10-2023,Bank Transfer
PO_3204,App Development,14616,46932,4,26-09-2023,Cash
PO_3205,Web Development,10303,27937,6,04-02-2024,Cash
PO_3206,Election Campaign,3660,10446,6,19-05-2024,UPI
PO_3207,Election Campaign,12116,41486,5,17-01-2023,Bank Transfer
PO_3208,Web Development,5721,14693,3,23-05-2024,Cash
PO_3209,App Development,16732,34668,5,28-03-2023,Bank Transfer
PO_3210,SEO,1851,6461,5,23-02-2024,Bank Transfer
PO_3211,Election Campaign,8441,31926,4,20-10-2023,Bank Transfer
PO_3212,Web Development,4992,13938,6,28-05-2024,UPI
PO_3213,Web Development,3429,10302,5,19-02-2023,UPI
PO_3214,LOGO DESIGN,2607,8367,4,30-03-2023,UPI
PO_3215,Software Development,6976,17017,4,03-03-2023,Cash
PO_3216,Web Development,9479,28535,3,06-06-2023,UPI
PO_3217,Software Development,1697,5628,4,11-03-2024,UPI
PO_3218,App Development,19831,44322,4,15-05-2023,UPI
PO_3219,App Development,9768,20179,5,24-06-2023,Bank Transfer
PO_3220,Web Development,9820,25714,5,15-07-2023,Bank Transfer
PO_3221,Web Development,7548,21280,5,29-04-2024,UPI
PO_3222,SEO,1959,5926,4,02-08-2023,Cash
PO_3223,App Development,6241,16700,6,05-07-2023,UPI
PO_3224,LOGO DESIGN,2598,9819,4,06-10-2023,UPI
PO_3225,App Development,1874,6368,6,14-09-2023,UPI
PO_3226,App Development,15556,46362,6,18-03-2023,Cash
PO_3227,Web Development,9069,30377,5,29-04-2023,UPI
PO_3228,SEO,19431,43271,6,07-06-2024,Cash
PO_3229,App Development,13250,45366,6,24-11-2023,Bank Transfer
PO_3230,Web Development,9820,26261,4,28-03-2023,UPI
PO_3231,SEO,3166,10000,6,29-06-2023,UPI
PO_3232,SEO,13339,44366,5,25-10-2023,UPI
PO_3233,Web Development,10180,24369,7,15-12-2023,UPI
PO_3234,LOGO DESIGN,2863,10433,5,08-02-2024,Cash
PO_3235,Election Campaign,5058,17748,8,17-03-2023,Bank Transfer
PO_3236,App Development,6956,22861,5,05-05-2024,UPI
PO_3237,SEO,3708,9795,5,17-05-2023,UPI
PO_3238,SEO,15741,48762,4,06-08-2023,Cash
PO_3239,Web Development,3532,10854,5,03-04-2023,Bank Transfer
PO_3240,Software Development,3829,10858,5,22-02-2023,Cash
PO_3241,SEO,13094,35244,5,03-09-2023,Bank Transfer
PO_3242,App Development,3988,12500,4,09-10-2023,Cash
PO_3243,Election Campaign,19359,46531,6,26-01-2024,UPI
PO_3244,SEO,9758,25366,4,15-02-2024,UPI
PO_3245,App Development,4721,13696,5,22-12-2023,UPI
PO_3246,SEO,13560,41984,6,28-04-2023,Bank Transfer
PO_3247,App Development,10527,42954,6,18-09-2023,Bank Transfer
PO_3248,Web Development,8613,23313,6,03-02-2024,Cash
PO_3249,LOGO DESIGN,18236,38852,5,27-05-2024,Cash
PO_3250,Software Development,8183,25256,5,22-01-2023,UPI
PO_3251,SEO,12987,39772,5,22-10-2023,Cash
PO_3252,Election Campaign,13224,35137,4,06-11-2023,Bank Transfer
PO_3253,Election Campaign,17967,48726,4,31-03-2024,Bank Transfer
PO_3254,App Development,6174,16647,4,20-11-2023,Bank Transfer
PO_3255,App Development,9007,24612,5,28-03-2024,Bank Transfer
PO_3256,LOGO DESIGN,14961,39773,2,25-02-2023,Bank Transfer
PO_3257,App Development,11072,38163,4,09-05-2024,UPI
PO_3258,Web Development,5787,14338,3,19-08-2023,Cash
PO_3259,Software Development,12838,38196,4,16-08-2023,Cash
PO_3260,SEO,20152,46385,6,17-08-2023,UPI
PO_3261,Web Development,7758,20608,5,09-01-2023,Bank Transfer
PO_3262,App Development,5777,18265,5,12-09-2023,Cash
PO_3263,App Development,14945,47764,5,28-01-2024,UPI
PO_3264,LOGO DESIGN,2285,6748,5,15-08-2023,Bank Transfer
PO_3265,App Development,11678,36395,3,07-02-2023,Bank Transfer
PO_3266,LOGO DESIGN,7026,18335,6,18-10-2023,UPI
PO_3267,SEO,3080,8607,3,17-05-2024,Cash
PO_3268,SEO,12156,32111,5,11-02-2024,Cash
PO_3269,LOGO DESIGN,1668,5559,6,09-10-2023,Bank Transfer
PO_3270,SEO,5987,16083,5,12-02-2024,UPI
PO_3271,Web Development,3404,10187,6,17-02-2023,Cash
PO_3272,Software Development,16149,38519,6,28-04-2024,Cash
PO_3273,SEO,13395,44730,6,19-02-2024,Bank Transfer
PO_3274,Election Campaign,13757,41135,5,20-02-2024,Cash
PO_3275,Web Development,11956,41060,5,08-12-2023,Bank Transfer
PO_3276,LOGO DESIGN,10386,35608,4,09-05-2023,Bank Transfer
PO_3277,Software Development,5848,17600,4,18-04-2023,UPI
PO_3278,SEO,11704,36663,7,03-03-2024,UPI
PO_3279,Web Development,7892,24382,5,29-04-2023,Cash
PO_3280,Software Development,16559,47573,6,13-02-2023,Bank Transfer
PO_3281,SEO,5371,14508,4,15-05-2023,Cash
PO_3282,LOGO DESIGN,15165,48354,5,12-06-2024,Cash
PO_3283,Software Development,5403,16725,6,19-11-2023,UPI
PO_3284,Web Development,10008,31209,5,01-03-2024,Cash
PO_3285,Election Campaign,4931,12533,5,25-07-2023,UPI
PO_3286,Web Development,5930,17971,4,29-06-2023,Cash
PO_3287,Web Development,5647,15376,5,14-04-2024,Bank Transfer
PO_3288,LOGO DESIGN,13774,46125,5,26-02-2023,UPI
PO_3289,LOGO DESIGN,9365,29884,5,01-01-2024,Cash
PO_3290,LOGO DESIGN,10757,29751,5,27-11-2023,Bank Transfer
PO_3291,Web Development,13383,40144,5,07-07-2023,UPI
PO_3292,Web Development,3320,12621,8,10-10-2023,Cash
PO_3293,Software Development,15321,45474,4,05-04-2023,UPI
PO_3294,SEO,8513,25916,5,10-06-2023,Cash
PO_3295,LOGO DESIGN,5537,16122,6,15-10-2023,UPI
PO_3296,SEO,16061,46328,4,02-04-2024,UPI
PO_3297,App Development,13587,34682,6,18-10-2023,Bank Transfer
PO_3298,SEO,13725,42305,5,15-06-2023,Bank Transfer
PO_3299,Software Development,4010,14183,5,06-11-2023,Bank Transfer
PO_3300,LOGO DESIGN,11191,29513,5,17-10-2023,Bank Transfer
PO_3301,Web Development,8802,35509,5,07-12-2023,Cash
PO_3302,Web Development,6343,17596,6,02-11-2023,Bank Transfer
PO_3303,SEO,3757,11592,7,21-03-2023,Bank Transfer
PO_3304,App Development,13841,43480,6,15-01-2023,UPI
PO_3305,Election Campaign,17482,42329,6,12-04-2024,UPI
PO_3306,SEO,14687,45472,6,31-03-2024,UPI
PO_3307,SEO,14173,39628,5,08-02-2023,Bank Transfer
PO_3308,Election Campaign,8687,27735,6,08-08-2023,Cash
PO_3309,SEO,22956,48239,6,20-02-2024,Cash
PO_3310,SEO,11508,38004,5,01-06-2023,Cash
PO_3311,Software Development,2607,7925,4,12-05-2024,Bank Transfer
PO_3312,Software Development,14586,49071,6,20-05-2024,Cash
PO_3313,LOGO DESIGN,8142,24093,6,10-09-2023,UPI
PO_3314,Software Development,12466,36022,4,03-01-2023,Cash
PO_3315,LOGO DESIGN,6400,15330,4,15-05-2024,Bank Transfer
